2025-10-22 13:32:25,458 | INFO | uvicorn.access | 127.0.0.1:29563 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:32:39,126 | INFO | uvicorn.access | 127.0.0.1:29592 - "OPTIONS /api/auth/login HTTP/1.1" 200
2025-10-22 13:32:40,031 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/users_local?select=id%2Cemail%2Cpassword_hash%2Crole&email=eq.mohamed%40orange.com&limit=1 "HTTP/2 200 OK"
2025-10-22 13:32:40,267 | INFO | uvicorn.access | 127.0.0.1:29596 - "POST /api/auth/login HTTP/1.1" 401
2025-10-22 13:32:47,408 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/users_local?select=id%2Cemail%2Cpassword_hash%2Crole&email=eq.mohamed%40orange.com&limit=1 "HTTP/2 200 OK"
2025-10-22 13:32:47,631 | INFO | uvicorn.access | 127.0.0.1:29599 - "POST /api/auth/login HTTP/1.1" 200
2025-10-22 13:32:47,816 | INFO | uvicorn.access | 127.0.0.1:29599 - "GET /api/admin/config HTTP/1.1" 200
2025-10-22 13:32:48,035 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-16T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-22T12%3A32%3A47.825535%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,147 | INFO | uvicorn.access | 127.0.0.1:29604 - "GET /api/admin/config HTTP/1.1" 200
2025-10-22 13:32:48,152 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-16T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-22T12%3A32%3A47.825535%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,239 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 13:32:48,274 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-09T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-15T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,332 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,383 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-09T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-15T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,388 | INFO | uvicorn.access | 127.0.0.1:29599 - "GET /api/admin/metrics/timeseries?period=last_7d HTTP/1.1" 200
2025-10-22 13:32:48,436 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True "HTTP/2 200 OK"
2025-10-22 13:32:48,502 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-16T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-22T12%3A32%3A48.405021%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,541 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True&indexed_at=gte.2025-10-15T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,617 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-16T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-22T12%3A32%3A48.405021%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,658 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 13:32:48,751 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-09T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-15T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,771 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,884 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-09T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-15T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,885 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id&created_at=gte.2025-10-21T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:48,900 | INFO | uvicorn.access | 127.0.0.1:29604 - "GET /api/admin/metrics/timeseries?period=last_7d HTTP/1.1" 200
2025-10-22 13:32:49,008 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=user_id&started_at=gte.2025-10-21T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:49,117 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=started_at%2Cended_at&started_at=gte.2025-10-21T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:49,224 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=latency_ms&created_at=gte.2025-10-21T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:49,325 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=similarity&created_at=gte.2025-10-21T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:49,422 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=top_k&created_at=gte.2025-10-21T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:49,507 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=safe_answer&created_at=gte.2025-10-21T12%3A32%3A48.139885%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:49,511 | INFO | uvicorn.access | 127.0.0.1:29605 - "GET /api/admin/stats HTTP/1.1" 200
2025-10-22 13:32:49,636 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 13:32:49,742 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:49,835 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True "HTTP/2 200 OK"
2025-10-22 13:32:49,949 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True&indexed_at=gte.2025-10-15T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:50,049 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 13:32:50,153 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:50,251 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id&created_at=gte.2025-10-21T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:50,358 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=user_id&started_at=gte.2025-10-21T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:50,541 | INFO | uvicorn.access | 127.0.0.1:29594 - "GET /api/llm/status HTTP/1.1" 200
2025-10-22 13:32:50,548 | INFO | uvicorn.access | 127.0.0.1:29605 - "POST /api/workspaces?session_id=c00f03fe-2359-4d79-a507-564868260df3 HTTP/1.1" 200
2025-10-22 13:32:50,570 | INFO | uvicorn.access | 127.0.0.1:29599 - "POST /api/workspaces?session_id=c00f03fe-2359-4d79-a507-564868260df3 HTTP/1.1" 200
2025-10-22 13:32:50,583 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=started_at%2Cended_at&started_at=gte.2025-10-21T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:50,581 | INFO | uvicorn.access | 127.0.0.1:29594 - "GET /api/llm/status HTTP/1.1" 200
2025-10-22 13:32:50,680 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=latency_ms&created_at=gte.2025-10-21T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:50,910 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=similarity&created_at=gte.2025-10-21T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:51,003 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=top_k&created_at=gte.2025-10-21T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:51,110 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=safe_answer&created_at=gte.2025-10-21T12%3A32%3A49.525317%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 13:32:51,113 | INFO | uvicorn.access | 127.0.0.1:29604 - "GET /api/admin/stats HTTP/1.1" 200
2025-10-22 13:32:53,441 | INFO | uvicorn.access | 127.0.0.1:29604 - "GET /api/auth/me HTTP/1.1" 200
2025-10-22 13:32:53,469 | INFO | uvicorn.access | 127.0.0.1:29599 - "GET /api/auth/me HTTP/1.1" 200
2025-10-22 13:33:21,443 | INFO | uvicorn.access | 127.0.0.1:29650 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:33:21,451 | INFO | uvicorn.access | 127.0.0.1:29650 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:33:22,467 | INFO | uvicorn.access | 127.0.0.1:29658 - "GET /api/auth/me HTTP/1.1" 200
2025-10-22 13:33:22,478 | INFO | uvicorn.access | 127.0.0.1:29658 - "GET /api/auth/me HTTP/1.1" 200
2025-10-22 13:34:42,662 | INFO | uvicorn.access | 127.0.0.1:29739 - "OPTIONS /api/auth/signup HTTP/1.1" 200
2025-10-22 13:34:43,374 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/users_local?select=id&email=eq.mohamed123%40orange.com&limit=1 "HTTP/2 200 OK"
2025-10-22 13:34:43,790 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/users_local "HTTP/2 201 Created"
2025-10-22 13:34:43,794 | INFO | uvicorn.access | 127.0.0.1:29743 - "POST /api/auth/signup HTTP/1.1" 200
2025-10-22 13:34:46,381 | INFO | uvicorn.access | 127.0.0.1:29752 - "OPTIONS /api/workspaces?session_id=647e4b12-88f1-4234-ac46-141dd48cf7a6 HTTP/1.1" 200
2025-10-22 13:34:46,395 | INFO | uvicorn.access | 127.0.0.1:29754 - "OPTIONS /api/workspaces?session_id=647e4b12-88f1-4234-ac46-141dd48cf7a6 HTTP/1.1" 200
2025-10-22 13:34:46,400 | INFO | uvicorn.access | 127.0.0.1:29753 - "GET /api/llm/status HTTP/1.1" 200
2025-10-22 13:34:46,416 | INFO | uvicorn.access | 127.0.0.1:29753 - "GET /api/llm/status HTTP/1.1" 200
2025-10-22 13:34:46,709 | INFO | uvicorn.access | 127.0.0.1:29760 - "POST /api/workspaces?session_id=647e4b12-88f1-4234-ac46-141dd48cf7a6 HTTP/1.1" 200
2025-10-22 13:34:46,722 | INFO | uvicorn.access | 127.0.0.1:29761 - "POST /api/workspaces?session_id=647e4b12-88f1-4234-ac46-141dd48cf7a6 HTTP/1.1" 200
2025-10-22 13:35:08,687 | INFO | uvicorn.access | 127.0.0.1:29758 - "OPTIONS /api/ask HTTP/1.1" 200
2025-10-22 13:35:09,023 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id&id=eq.647e4b12-88f1-4234-ac46-141dd48cf7a6 "HTTP/2 406 Not Acceptable"
2025-10-22 13:35:09,136 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions "HTTP/2 201 Created"
2025-10-22 13:35:09,235 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 201 Created"
2025-10-22 13:35:11,340 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/embeddings "HTTP/1.1 200 OK"
2025-10-22 13:35:11,382 | INFO | rag.generator | 📝 Génération réponse - Question: 'hello , je veux savoir c'est quoi un webmethods ?...'
2025-10-22 13:35:11,384 | INFO | rag.generator | 📚 Chunks reçus: 6
2025-10-22 13:35:11,386 | INFO | rag.generator | ✅ Chunks filtrés: 6
2025-10-22 13:35:11,400 | INFO | rag.generator | 🔄 Invocation du LLM...
2025-10-22 13:35:12,660 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 13:35:12,677 | INFO | rag.generator | ✅ Réponse LLM reçue: 1009 chars
2025-10-22 13:35:12,688 | INFO | rag.generator | 📎 Citations trouvées: 3 sources uniques
2025-10-22 13:35:12,689 | INFO | rag.generator | ✓ Réponse finale: 1189 chars
2025-10-22 13:35:12,982 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 201 Created"
2025-10-22 13:35:13,125 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers "HTTP/2 201 Created"
2025-10-22 13:35:13,128 | INFO | uvicorn.access | 127.0.0.1:29763 - "POST /api/ask HTTP/1.1" 200
2025-10-22 13:35:19,789 | INFO | uvicorn.access | 127.0.0.1:29762 - "OPTIONS /api/llm/select HTTP/1.1" 200
2025-10-22 13:36:14,598 | INFO | uvicorn.access | 127.0.0.1:29809 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:36:14,613 | INFO | uvicorn.access | 127.0.0.1:29809 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:36:23,077 | INFO | openai._base_client | Retrying request to /chat/completions in 0.433452 seconds
2025-10-22 13:36:29,242 | INFO | uvicorn.access | 127.0.0.1:29838 - "OPTIONS /api/auth/login HTTP/1.1" 200
2025-10-22 13:36:30,116 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/users_local?select=id%2Cemail%2Cpassword_hash%2Crole&email=eq.mohamed123%40orange.com&limit=1 "HTTP/2 200 OK"
2025-10-22 13:36:30,511 | INFO | uvicorn.access | 127.0.0.1:29842 - "POST /api/auth/login HTTP/1.1" 200
2025-10-22 13:36:32,658 | INFO | uvicorn.access | 127.0.0.1:29853 - "GET /api/llm/status HTTP/1.1" 200
2025-10-22 13:36:32,664 | INFO | uvicorn.access | 127.0.0.1:29852 - "POST /api/workspaces?session_id=647e4b12-88f1-4234-ac46-141dd48cf7a6 HTTP/1.1" 200
2025-10-22 13:36:32,673 | INFO | uvicorn.access | 127.0.0.1:29854 - "POST /api/workspaces?session_id=647e4b12-88f1-4234-ac46-141dd48cf7a6 HTTP/1.1" 200
2025-10-22 13:36:32,688 | INFO | uvicorn.access | 127.0.0.1:29853 - "GET /api/llm/status HTTP/1.1" 200
2025-10-22 13:36:44,654 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 13:37:13,620 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 13:37:13,642 | INFO | uvicorn.access | 127.0.0.1:29875 - "POST /api/llm/select HTTP/1.1" 200
2025-10-22 13:37:17,592 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id&id=eq.647e4b12-88f1-4234-ac46-141dd48cf7a6 "HTTP/2 200 OK"
2025-10-22 13:37:17,744 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 201 Created"
2025-10-22 13:37:21,998 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/embeddings "HTTP/1.1 200 OK"
2025-10-22 13:37:22,011 | INFO | rag.generator | RAGGenerator initialisé - LLM: LMStudioChat
2025-10-22 13:37:22,022 | INFO | rag.generator | 📝 Génération réponse - Question: 'hello c'est quoi un webmethods ?...'
2025-10-22 13:37:22,024 | INFO | rag.generator | 📚 Chunks reçus: 6
2025-10-22 13:37:22,026 | INFO | rag.generator | ✅ Chunks filtrés: 6
2025-10-22 13:37:22,029 | INFO | rag.generator | 🔄 Invocation du LLM...
2025-10-22 13:38:08,999 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 13:38:09,003 | INFO | rag.generator | ✅ Réponse LLM reçue: 379 chars
2025-10-22 13:38:09,009 | INFO | rag.generator | 📎 Citations trouvées: 2 sources uniques
2025-10-22 13:38:09,014 | INFO | rag.generator | ✓ Réponse finale: 563 chars
2025-10-22 13:38:09,353 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 201 Created"
2025-10-22 13:38:09,497 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers "HTTP/2 201 Created"
2025-10-22 13:38:09,502 | INFO | uvicorn.access | 127.0.0.1:29885 - "POST /api/ask HTTP/1.1" 200
2025-10-22 13:38:20,779 | INFO | uvicorn.access | 127.0.0.1:29928 - "POST /api/auth/logout HTTP/1.1" 200
2025-10-22 13:38:25,051 | INFO | uvicorn.access | 127.0.0.1:29928 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:38:25,065 | INFO | uvicorn.access | 127.0.0.1:29930 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:38:40,873 | INFO | uvicorn.access | 127.0.0.1:29966 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:38:40,878 | INFO | uvicorn.access | 127.0.0.1:29966 - "GET /api/auth/me HTTP/1.1" 401
2025-10-22 13:40:49,860 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/users_local?select=id&email=eq.mohamed22mouden%40orange.com&limit=1 "HTTP/2 200 OK"
2025-10-22 13:40:50,227 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/users_local "HTTP/2 201 Created"
2025-10-22 13:40:50,231 | INFO | uvicorn.access | 127.0.0.1:30014 - "POST /api/auth/signup HTTP/1.1" 200
2025-10-22 13:40:54,932 | INFO | uvicorn.access | 127.0.0.1:30022 - "OPTIONS /api/workspaces?session_id=de65f950-c724-4341-a372-8c743eda06df HTTP/1.1" 200
2025-10-22 13:40:54,935 | INFO | uvicorn.access | 127.0.0.1:30024 - "OPTIONS /api/workspaces?session_id=de65f950-c724-4341-a372-8c743eda06df HTTP/1.1" 200
2025-10-22 13:40:54,946 | INFO | uvicorn.access | 127.0.0.1:30023 - "GET /api/llm/status HTTP/1.1" 200
2025-10-22 13:40:54,966 | INFO | uvicorn.access | 127.0.0.1:30014 - "POST /api/workspaces?session_id=de65f950-c724-4341-a372-8c743eda06df HTTP/1.1" 200
2025-10-22 13:40:54,970 | INFO | uvicorn.access | 127.0.0.1:30023 - "GET /api/llm/status HTTP/1.1" 200
2025-10-22 13:40:54,976 | INFO | uvicorn.access | 127.0.0.1:30016 - "POST /api/workspaces?session_id=de65f950-c724-4341-a372-8c743eda06df HTTP/1.1" 200
2025-10-22 13:41:11,856 | INFO | uvicorn.access | 127.0.0.1:30026 - "OPTIONS /api/ask/workspace HTTP/1.1" 200
2025-10-22 13:41:12,187 | INFO | uvicorn.access | 127.0.0.1:30030 - "POST /api/ask/workspace HTTP/1.1" 409
2025-10-22 13:41:16,777 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 13:41:16,783 | INFO | uvicorn.access | 127.0.0.1:30026 - "POST /api/llm/select HTTP/1.1" 200
2025-10-22 13:41:19,686 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id&id=eq.de65f950-c724-4341-a372-8c743eda06df "HTTP/2 406 Not Acceptable"
2025-10-22 13:41:19,786 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions "HTTP/2 201 Created"
2025-10-22 13:41:19,880 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 201 Created"
2025-10-22 13:41:23,576 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/embeddings "HTTP/1.1 200 OK"
2025-10-22 13:41:23,585 | INFO | rag.generator | RAGGenerator initialisé - LLM: ChatGroq
2025-10-22 13:41:23,587 | INFO | rag.generator | 📝 Génération réponse - Question: 'hello , c'est quoi le webmethods ?...'
2025-10-22 13:41:23,588 | INFO | rag.generator | 📚 Chunks reçus: 6
2025-10-22 13:41:23,592 | INFO | rag.generator | ✅ Chunks filtrés: 6
2025-10-22 13:41:23,594 | INFO | rag.generator | 🔄 Invocation du LLM...
2025-10-22 13:41:24,491 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 13:41:24,493 | INFO | rag.generator | ✅ Réponse LLM reçue: 1040 chars
2025-10-22 13:41:24,505 | INFO | rag.generator | 📎 Citations trouvées: 3 sources uniques
2025-10-22 13:41:24,506 | INFO | rag.generator | ✓ Réponse finale: 1226 chars
2025-10-22 13:41:24,610 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 201 Created"
2025-10-22 13:41:24,737 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers "HTTP/2 201 Created"
2025-10-22 13:41:24,751 | INFO | uvicorn.access | 127.0.0.1:30031 - "POST /api/ask HTTP/1.1" 200
2025-10-22 13:41:49,647 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 13:41:49,653 | INFO | uvicorn.access | 127.0.0.1:30027 - "POST /api/llm/select HTTP/1.1" 200
2025-10-22 13:41:55,302 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id&id=eq.de65f950-c724-4341-a372-8c743eda06df "HTTP/2 200 OK"
2025-10-22 13:41:55,463 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 201 Created"
2025-10-22 13:41:59,506 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/embeddings "HTTP/1.1 200 OK"
2025-10-22 13:41:59,513 | INFO | rag.generator | RAGGenerator initialisé - LLM: LMStudioChat
2025-10-22 13:41:59,518 | INFO | rag.generator | 📝 Génération réponse - Question: 'hello , c'est quoi le webmethods ?...'
2025-10-22 13:41:59,521 | INFO | rag.generator | 📚 Chunks reçus: 6
2025-10-22 13:41:59,528 | INFO | rag.generator | ✅ Chunks filtrés: 6
2025-10-22 13:41:59,530 | INFO | rag.generator | 🔄 Invocation du LLM...
2025-10-22 13:42:45,294 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 13:42:45,299 | INFO | rag.generator | ✅ Réponse LLM reçue: 541 chars
2025-10-22 13:42:45,304 | INFO | rag.generator | 📎 Citations trouvées: 2 sources uniques
2025-10-22 13:42:45,305 | INFO | rag.generator | ✓ Réponse finale: 717 chars
2025-10-22 13:42:45,856 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 201 Created"
2025-10-22 13:42:46,061 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers "HTTP/2 201 Created"
2025-10-22 13:42:46,071 | INFO | uvicorn.access | 127.0.0.1:30059 - "POST /api/ask HTTP/1.1" 200
2025-10-22 13:43:13,860 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents "HTTP/2 201 Created"
2025-10-22 13:43:13,863 | ERROR | api.workspaces | auto-build failed for de65f950-c724-4341-a372-8c743eda06df: 'function' object has no attribute '__wrapped__'
Traceback (most recent call last):
  File "C:\Users\lenovo\Desktop\LA_FAC\PFE-orange\ChatBot\backend\api\workspaces.py", line 195, in upload_docs
    build_result = build_ws.__wrapped__(
                   ^^^^^^^^^^^^^^^^^^^^
AttributeError: 'function' object has no attribute '__wrapped__'
2025-10-22 13:43:13,873 | INFO | uvicorn.access | 127.0.0.1:30089 - "POST /api/workspaces/de65f950-c724-4341-a372-8c743eda06df/documents?auto_build=true HTTP/1.1" 200
2025-10-22 13:43:29,994 | INFO | uvicorn.access | 127.0.0.1:30091 - "POST /api/ask/workspace HTTP/1.1" 409
2025-10-22 13:43:36,653 | INFO | sentence_transformers.SentenceTransformer | Use pytorch device_name: cpu
2025-10-22 13:43:36,657 | INFO | sentence_transformers.SentenceTransformer | Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-10-22 13:43:44,716 | INFO | uvicorn.access | 127.0.0.1:30112 - "POST /api/workspaces/de65f950-c724-4341-a372-8c743eda06df/build?force=true HTTP/1.1" 200
2025-10-22 13:43:50,672 | INFO | utils.workspaces | Index chargé: 10 vecteurs, dim=384
2025-10-22 13:43:50,706 | INFO | utils.workspaces | Idmap chargé: 10 entrées
2025-10-22 13:43:51,214 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id&id=eq.de65f950-c724-4341-a372-8c743eda06df "HTTP/2 200 OK"
